,Bank_Name,Bank_Type,Location,Bank_Caption,User_Name,Bank_Rating,Rating_Comment,User_Comment
1946,RBL Bank,Personal Loan, hyderabad,"""Good service""",K R ,4.0,Great,"                              I received the call from RATNAKAR BANK for the pre approved personal loan. Approved loan amount is Rs. 5 lakhs for 4 years tenure with rate of interest 18% which is high. I submitted all the documents to bank executive. I am not aware of the pre-closure and part payment charges. EMI would be auto debited 2nd on every month. Processing fee is around 2%. 
"
1947,RBL Bank,Credit Card, hyderabad,"""Best card""",KESHAVA,5.0,Blown,"                              I received the call from bank executive regarding RBL credit credit offer and submitted all the documents to bank executive. The credit limit provided is 1.62 lakhs , I get reward points and cash back. I am using this card for 2 years. After completing one year, card renewal done and provided rewards points which I used to purchase gas stove. Annual charges are applied Rs. 4000. 
"
1948,IndusInd Bank,Credit Card, hyderabad,"""Good card""",REDDY,5.0,Blown,"                              I opted for the EMI conversion option in INDUSIND BANK credit card, the interest rate is 18% which is very high. Total amount is Rs.67,000 which I converted into 12 EMI.  I applied online and received the card with in 10 days. I use this card for shopping and fuel purpose.  I have not checked for reward points. 
"
1949,HDFC Bank,Saving Account, hyderabad,"""Good Account""",R J M ,5.0,Blown,"                              I opened my salary account from HDFC. 10 years back, the sales executive of HDFC came to my office and gave me this account. Its a zero balance account since its a salary account. If its savings account then i need to maintain Rs. 10000. I never had any trouble so far. "
1950,ICICI Lombard,Car Insurance, hyderabad,"""Okay Policy""",CHAND,5.0,Blown,                              Recently i have a claim experience for my car insurance with ICICI Lombard. I got the ICICI Lombard insurance from the Maruti Showroom when i purchased the car. There was a claim issue when i applied it. They gave less settlement amount and it was a late approval. I had taken the zero depreciation policy.
1952,review,Other Loan, hyderabad,"""Excellent Loan Service""",MUKAN,5.0,Blown,"                              Purchased my consumer durable loan from HDFC and i took it 18 months before. I got the earlier loans with them, so i  have chosen them.  I have purchased the television for that i haven't made any down payment. I have paid the EMI amount of Rs. 6200 for the duration of 12 months. "
1953,HDFC Bank,Personal Loan, hyderabad,"""Excellent Loan""",MUKAN,5.0,Blown,"                              My personal loan was purchased from HDFC because of the low interest rate. I bought the loan amount of Rs. 1,5 lakhs and i have been paying the EMI of Rs. 5200 for the tenure period of 36 months. They offered me a interest rate of 15%. They have sanctioned the loan immediately."
1954,Axis Bank,Credit Card, hyderabad,"""Good Card""",JAIN ,5.0,Blown,                              Purchased my Axis bank credit card 1 year back. No annual charges on this card and they gave me a credit limit of Rs. 1 lakhs. I haven't tried their customer care since i have not faced any issues and they are sending the bills through mails.
1955,HDFC Bank,Credit Card, hyderabad,"""Excellent Card""",JAIN,5.0,Blown,                              I am using my HDFC bank credit card for last 4 years.  Its a money back card. There is no annual charges and i can redeem the rewards points into cash. They are sending offer messages on a rarely basis through SMS. I haven't faced any issue till now.
1956,ICICI Bank,Credit Card, hyderabad,"""Good Card""",RAJ ,5.0,Blown,                              There is no annual charges from ICICI BANK so i bought this card and i have no idea about the offers. I am holding the credit card from last 1 year. They have increased my limit once i completed a year. I make the bill payment through online which is easy.
1957,IndusInd Bank,Credit Card, hyderabad,"""Good Card""",RAJ ,5.0,Blown,                              No annual charges thats the main reason for choosing the credit card from Indusind  bank. They offered me a credit limit of Rs. 1 lakh. I have no idea about the offers. I'm not getting any offer messages. I have got my first month bill and its clear to understand.
1958,SBI Cards,Credit Card, chennai,"""Good Service""",KARAN,4.0,Great,"                              I have State Bank Of India credit card which was taken through Bank directly.This was a free card and using this card for the past 2 years .I am getting proper cash back offers as well as reward points which is very useful .So far not faced any drawbacks on using this card and it is easy to access .
"
